Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Satisfaction,Sex,Sides,UsefulCount
13-18,Bipolar Depression,9/29/2009,lexapro,63990,3,4,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
45-54,Repeated Episodes of Anxiety,9/29/2009,lexapro,63990,5,5,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
25-34,Depression,9/29/2009,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
65-74,Repeated Episodes of Anxiety,9/28/2009,lexapro,63990,4,3,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
45-54,Depression,9/28/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
45-54,Depression,9/28/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",8
55-64,Panic Disorder,9/27/2009,lexapro,63990,4,4,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
45-54,Posttraumatic Stress Syndrome,9/26/2009,lexapro,63990,5,5,3, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
65-74,Depression,9/26/2009,lexapro,63990,3,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
55-64,Major Depressive Disorder,9/25/2009,lexapro,63990,5,5,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
35-44,Panic Disorder,9/25/2009,lexapro,63990,5,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
45-54,Depression,9/24/2009,lexapro,63990,5,2,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",10
55-64,Repeated Episodes of Anxiety,9/24/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
19-24,Major Depressive Disorder,9/24/2009,lexapro,63990,5,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
55-64,Depression,9/24/2009,lexapro,63990,4,4,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
45-54,Other,9/24/2009,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
45-54,Depression,9/24/2009,lexapro,63990,5,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
55-64,Panic Disorder,9/23/2009,lexapro,63990,3,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
45-54,Depression,9/23/2009,lexapro,63990,4,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
65-74,Repeated Episodes of Anxiety,9/22/2009,lexapro,63990,5,3,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Other,9/22/2009,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
55-64,Depression,9/22/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
19-24,Repeated Episodes of Anxiety,9/21/2009,lexapro,63990,5,4,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
55-64,Repeated Episodes of Anxiety,9/21/2009,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
35-44,Depression,9/20/2009,lexapro,63990,5,3,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",14
55-64,Depression,9/20/2009,lexapro,63990,3,3,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
25-34,Posttraumatic Stress Syndrome,9/19/2009,lexapro,63990,3,2,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Depression,9/19/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
35-44,Depression,9/19/2009,lexapro,63990,5,5,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",12
35-44,Major Depressive Disorder,9/17/2009,lexapro,63990,5,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
25-34,Depression,9/16/2009,lexapro,63990,5,2,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Depression,9/16/2009,lexapro,63990,5,5,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",39
35-44,Other,9/15/2009,lexapro,63990,5,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
35-44,Panic Disorder,9/15/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
55-64,Other,9/14/2009,lexapro,63990,2,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
45-54,"""Change of Life"" Signs",9/14/2009,lexapro,63990,3,4,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
75 or over,Repeated Episodes of Anxiety,9/14/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
55-64,Other,9/14/2009,lexapro,63990,5,4,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
55-64,Depression,9/14/2009,lexapro,63990,5,4,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
35-44,Panic Disorder,9/13/2009,lexapro,63990,5,5,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
65-74,Obsessive Compulsive Disorder,9/13/2009,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
45-54,Repeated Episodes of Anxiety,09-12-2009,lexapro,63990,5,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
45-54,Panic Disorder,09-11-2009,lexapro,63990,4,3,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
25-34,Depression,09-11-2009,lexapro,63990,4,4,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
35-44,Depression,09-11-2009,lexapro,63990,5,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
35-44,Depression,09-11-2009,lexapro,63990,5,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
75 or over,Depression,09-10-2009,lexapro,63990,2,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",10
55-64,Repeated Episodes of Anxiety,09-10-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
19-24,Depression,09-09-2009,lexapro,63990,4,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
25-34,Repeated Episodes of Anxiety,09-08-2009,lexapro,63990,4,2,1,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Bipolar Depression,09-08-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
45-54,Depression,09-08-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
55-64,Repeated Episodes of Anxiety,09-08-2009,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
13-18,Depression,09-08-2009,lexapro,63990,3,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",8
65-74,Depression,09-08-2009,lexapro,63990,5,4,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",12
75 or over,Depression,09-06-2009,lexapro,63990,2,2,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
45-54,Bipolar Depression,09-06-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
45-54,Depression,09-05-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",14
55-64,Major Depressive Disorder,09-05-2009,lexapro,63990,5,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
25-34,Repeated Episodes of Anxiety,09-04-2009,lexapro,63990,4,3,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
35-44,Depression,09-04-2009,lexapro,63990,2,2,1,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",10
55-64,Bipolar Depression,09-04-2009,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
45-54,Repeated Episodes of Anxiety,09-03-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
35-44,Depression,09-03-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
45-54,Depression,09-03-2009,lexapro,63990,3,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
55-64,Depression,09-02-2009,lexapro,63990,5,4,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
55-64,Depression,09-02-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",15
35-44,Depression,09-02-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",9
45-54,Repeated Episodes of Anxiety,09-02-2009,lexapro,63990,4,4,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
25-34,Bipolar Depression,09-01-2009,lexapro,63990,3,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
35-44,Other,09-01-2009,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
45-54,Major Depressive Disorder,8/31/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
55-64,Repeated Episodes of Anxiety,8/31/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
35-44,Depression,8/31/2009,lexapro,63990,5,5,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",9
35-44,Repeated Episodes of Anxiety,8/31/2009,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
45-54,Depression,8/30/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
35-44,"""Change of Life"" Signs",8/29/2009,lexapro,63990,4,4,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
55-64,Posttraumatic Stress Syndrome,8/28/2009,lexapro,63990,5,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
45-54,Depression,8/28/2009,lexapro,63990,5,4,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
55-64,Depression,8/28/2009,lexapro,63990,5,2,1,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
25-34,Panic Disorder,8/27/2009,lexapro,63990,4,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
25-34,Depression,7/20/2009,lexapro,63990,4,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
45-54,Depression,8/27/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",16
25-34,Repeated Episodes of Anxiety,8/27/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
55-64,Depression,8/26/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",19
25-34,Depression,8/26/2009,lexapro,63990,5,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",10
45-54,Depression,8/26/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",13
25-34,Depression,8/25/2009,lexapro,63990,5,2,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",12
25-34,Bipolar Depression,8/25/2009,lexapro,63990,3,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
